# este archivo son los resultado de los trials del modelo B de optuna 

number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_scale_pos_weight,params_subsample,state
10,0.5464968670868185,2026-07-23 20:37:03.047298,2026-07-23 20:37:04.296805,0 days 00:00:01.249507,0.8607466203112714,0.03203999390196693,7,577,4.199595033213562,0.6071847502459279,COMPLETE
11,0.5525894946470781,2026-07-23 20:37:04.297512,2026-07-23 20:37:05.331003,0 days 00:00:01.033491,0.7577990966793822,0.03212762430878716,6,107,3.364313933984169,0.7392679457934307,COMPLETE
12,0.5527291937892524,2026-07-23 20:37:05.332007,2026-07-23 20:37:06.451061,0 days 00:00:01.119054,0.7815343585324473,0.035077813915822986,6,212,3.012576129304697,0.7273145000499233,COMPLETE
13,0.5470180428793944,2026-07-23 20:37:06.451947,2026-07-23 20:37:07.542089,0 days 00:00:01.090142,0.8101383468058979,0.030240596812168494,6,204,2.8234549198474426,0.7382774980993067,COMPLETE
14,0.5494118275235543,2026-07-23 20:37:07.543013,2026-07-23 20:37:08.783778,0 days 00:00:01.240765,0.771021049221758,0.030061046366540004,7,213,3.9825671758768593,0.7371197153065265,COMPLETE
15,0.5234404565577165,2026-07-23 20:37:08.784639,2026-07-23 20:37:09.863473,0 days 00:00:01.078834,0.919197947631607,0.0392854369703887,7,167,2.586605812199586,0.7322318671941304,COMPLETE
16,0.5481775503021932,2026-07-23 20:37:09.864366,2026-07-23 20:37:10.618699,0 days 00:00:00.754333,0.7810641628320903,0.09579135219572962,6,106,3.285956528506657,0.7941252755357423,COMPLETE
17,0.47951075809105154,2026-07-23 20:37:10.619438,2026-07-23 20:37:12.044246,0 days 00:00:01.424808,0.886807619434659,0.02384235173010945,6,179,2.031620500041566,0.6973916191172266,COMPLETE
18,0.548711181985658,2026-07-23 20:37:12.045088,2026-07-23 20:37:13.603239,0 days 00:00:01.558151,0.7498826272841485,0.04208239148277853,8,248,3.8601850008883507,0.7601256168861884,COMPLETE
19,0.538356214663462,2026-07-23 20:37:13.604237,2026-07-23 20:37:14.687525,0 days 00:00:01.083288,0.8036366773816868,0.023132306297354834,5,147,2.637891088790923,0.6038621924983253,COMPLETE
20,0.5526061116173807,2026-07-23 20:37:14.688713,2026-07-23 20:37:15.581530,0 days 00:00:00.892817,0.6889385427604511,0.08174117326716414,5,467,3.291356248710832,0.7099411795981051,COMPLETE
21,0.5486981903033945,2026-07-23 20:37:15.582544,2026-07-23 20:37:16.271636,0 days 00:00:00.689092,0.6720219302259496,0.14663791815660254,5,477,3.2345974138608584,0.7113349365124932,COMPLETE
22,0.5470844786057728,2026-07-23 20:37:16.272467,2026-07-23 20:37:17.249365,0 days 00:00:00.976898,0.6979002135771539,0.080805646714522,6,465,3.810850569651056,0.6337664467409773,COMPLETE
23,0.5532818494282711,2026-07-23 20:37:17.250546,2026-07-23 20:37:18.182704,0 days 00:00:00.932158,0.7517842248725415,0.10621551699215008,5,578,2.8907402916789247,0.7052526031055159,COMPLETE
24,0.5472922688129908,2026-07-23 20:37:18.183516,2026-07-23 20:37:18.735813,0 days 00:00:00.552297,0.689534443848645,0.09325875869588168,3,597,2.8530805605566707,0.646205404747791,COMPLETE
25,0.5354274533267507,2026-07-23 20:37:18.736603,2026-07-23 20:37:19.439515,0 days 00:00:00.702912,0.8069410260856267,0.11813936248480118,5,539,2.441069898669131,0.7035635052517107,COMPLETE
26,0.5483144267148977,2026-07-23 20:37:19.440429,2026-07-23 20:37:20.174007,0 days 00:00:00.733578,0.7431112214919919,0.11070134230815394,4,461,3.100267930291072,0.8347147659430906,COMPLETE
