# comentario unicamente para diferenciar los archivos: trials B de optuna

number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_scale_pos_weight,params_subsample,state
21,0.5486981903033945,2026-07-24 16:46:46.585580,2026-07-24 16:46:47.111407,0 days 00:00:00.525827,0.6720219302259496,0.14663791815660254,5,477,3.2345974138608584,0.7113349365124932,COMPLETE
22,0.5470844786057728,2026-07-24 16:46:47.112013,2026-07-24 16:46:47.915828,0 days 00:00:00.803815,0.6979002135771539,0.080805646714522,6,465,3.810850569651056,0.6337664467409773,COMPLETE
23,0.5532818494282711,2026-07-24 16:46:47.916549,2026-07-24 16:46:48.507645,0 days 00:00:00.591096,0.7517842248725415,0.10621551699215008,5,578,2.8907402916789247,0.7052526031055159,COMPLETE
24,0.5472922688129908,2026-07-24 16:46:48.508425,2026-07-24 16:46:49.020201,0 days 00:00:00.511776,0.689534443848645,0.09325875869588168,3,597,2.8530805605566707,0.646205404747791,COMPLETE
25,0.5354274533267507,2026-07-24 16:46:49.020829,2026-07-24 16:46:49.639819,0 days 00:00:00.618990,0.8069410260856267,0.11813936248480118,5,539,2.441069898669131,0.7035635052517107,COMPLETE
26,0.5483144267148977,2026-07-24 16:46:49.640657,2026-07-24 16:46:50.137590,0 days 00:00:00.496933,0.7431112214919919,0.11070134230815394,4,461,3.100267930291072,0.8347147659430906,COMPLETE
27,0.5095619928550293,2026-07-24 16:46:50.138261,2026-07-24 16:46:50.777128,0 days 00:00:00.638867,0.6422684164238963,0.05714469232026557,5,549,2.2768401485483913,0.769885786924197,COMPLETE
28,0.5391522628947828,2026-07-24 16:46:50.777894,2026-07-24 16:46:51.506408,0 days 00:00:00.728514,0.8406148187599096,0.06810131496352027,7,497,2.754505631111952,0.6786405143485796,COMPLETE
29,0.513997759719108,2026-07-24 16:46:51.507101,2026-07-24 16:46:52.410283,0 days 00:00:00.903182,0.6758080159343097,0.0822141492600973,8,448,2.3850927761383462,0.8160043815050444,COMPLETE
30,0.5487769499841911,2026-07-24 16:46:52.410995,2026-07-24 16:46:53.116626,0 days 00:00:00.705631,0.7844707023078049,0.042487559637817994,3,561,3.055469386379955,0.7018821514208599,COMPLETE
31,0.5524847073672682,2026-07-24 16:46:53.117254,2026-07-24 16:46:54.231568,0 days 00:00:01.114314,0.7586817877548558,0.03453291297542424,6,276,3.377846290719443,0.7486227209707547,COMPLETE
32,0.545133367364281,2026-07-24 16:46:54.232255,2026-07-24 16:46:54.779579,0 days 00:00:00.547324,0.7061731685102342,0.12065280280523814,5,370,3.724637782187299,0.7113753200308071,COMPLETE
33,0.553906769480957,2026-07-24 16:46:54.780380,2026-07-24 16:46:55.568994,0 days 00:00:00.788614,0.7453356419008091,0.046494879979231726,6,421,3.283928339961563,0.7291665208174549,COMPLETE
34,0.5515829934852056,2026-07-24 16:46:55.569756,2026-07-24 16:46:56.236585,0 days 00:00:00.666829,0.7432966099470445,0.05364445010357586,4,518,2.9177598954552604,0.6664540441925895,COMPLETE
35,0.5522359411496595,2026-07-24 16:46:56.237204,2026-07-24 16:46:57.111480,0 days 00:00:00.874276,0.7251235318491533,0.04688968629930033,5,347,3.218499486887828,0.6351519761861185,COMPLETE
36,0.5221504725211553,2026-07-24 16:46:57.112167,2026-07-24 16:46:58.382935,0 days 00:00:01.270768,0.601940283727384,0.0776240867634691,8,404,2.6275749253061083,0.7912287282779729,COMPLETE
37,0.5489214011571065,2026-07-24 16:46:58.383730,2026-07-24 16:46:59.052423,0 days 00:00:00.668693,0.649391534794159,0.06207724416752408,4,429,3.461765446723694,0.6803031428971081,COMPLETE
38,0.5517200631540508,2026-07-24 16:46:59.053123,2026-07-24 16:47:00.121798,0 days 00:00:01.068675,0.7280233672664522,0.02612612242947916,6,305,3.6275329884366565,0.7169384063437213,COMPLETE
39,0.5480571863696492,2026-07-24 16:47:00.122527,2026-07-24 16:47:00.867649,0 days 00:00:00.745122,0.8259250986219566,0.10689495567632537,7,432,3.1507398912706104,0.7655467090282758,COMPLETE
40,0.5523130968215589,2026-07-24 16:47:00.868458,2026-07-24 16:47:01.802343,0 days 00:00:00.933885,0.7820703452875803,0.03742622508825731,5,503,2.956921265937368,0.869800618550114,COMPLETE
41,0.55203524262502,2026-07-24 16:47:01.803047,2026-07-24 16:47:02.765425,0 days 00:00:00.962378,0.7643093430982022,0.04972363983343494,6,137,3.3658704208495083,0.7264395535210809,COMPLETE
42,0.5533173644239465,2026-07-24 16:47:02.766135,2026-07-24 16:47:04.075274,0 days 00:00:01.309139,0.7099466974486406,0.019150138158799575,6,225,3.547987637665744,0.6896300855210834,COMPLETE
43,0.5486173071350748,2026-07-24 16:47:04.076160,2026-07-24 16:47:04.916372,0 days 00:00:00.840212,0.7066416350888587,0.016097908290167703,5,241,3.6220083969553505,0.6582297735653069,COMPLETE
44,0.544059200640255,2026-07-24 16:47:04.917062,2026-07-24 16:47:05.834401,0 days 00:00:00.917339,0.688050259402849,0.010377974131259994,6,281,3.9450075616786213,0.7496478452381864,COMPLETE
45,0.55225858562324,2026-07-24 16:47:05.835169,2026-07-24 16:47:07.348609,0 days 00:00:01.513440,0.7152875614711786,0.016878925689149768,7,347,3.5033879475111025,0.6846784980590328,COMPLETE
46,0.530467568811695,2026-07-24 16:47:07.349331,2026-07-24 16:47:08.495899,0 days 00:00:01.146568,0.7382091298209906,0.01950248051317005,4,222,4.975869396089745,0.9798314572874534,COMPLETE
47,0.4379845146451455,2026-07-24 16:47:08.496788,2026-07-24 16:47:09.235120,0 days 00:00:00.738332,0.6306954673632621,0.01468124826909384,5,182,2.763594414245228,0.9388891680437453,COMPLETE
48,0.5430834750284705,2026-07-24 16:47:09.235743,2026-07-24 16:47:09.949589,0 days 00:00:00.713846,0.6584648525248583,0.09770022091789884,6,532,4.223274009840745,0.6935426596310494,COMPLETE
49,0.5494987709775462,2026-07-24 16:47:09.950284,2026-07-24 16:47:10.889320,0 days 00:00:00.939036,0.6739008281399631,0.06762716601156679,7,571,3.005770014737667,0.7231666009564489,COMPLETE
50,0.5523793264889351,2026-07-24 16:47:10.890022,2026-07-24 16:47:11.864204,0 days 00:00:00.974182,0.7731554719584665,0.02832284631665115,6,309,3.267124592538709,0.7885682854165902,COMPLETE
51,0.552308019832722,2026-07-24 16:47:11.864918,2026-07-24 16:47:13.101309,0 days 00:00:01.236391,0.7887379534297325,0.021334849439107427,6,153,3.405945141853335,0.7436424856845806,COMPLETE
52,0.5521090003411199,2026-07-24 16:47:13.102127,2026-07-24 16:47:13.990946,0 days 00:00:00.888819,0.7295803717476846,0.03450701789512021,5,115,3.1451344338515628,0.7270069729186606,COMPLETE
53,0.5466982967365158,2026-07-24 16:47:13.991675,2026-07-24 16:47:14.550121,0 days 00:00:00.558446,0.7563234117718756,0.12842302314417992,6,200,3.6975538703454793,0.7506902763258007,COMPLETE
54,0.5524028707154365,2026-07-24 16:47:14.551007,2026-07-24 16:47:15.977911,0 days 00:00:01.426904,0.7975124408845778,0.02621359184926969,7,267,3.3177388979868296,0.6907781799873894,COMPLETE
55,0.5515471896789862,2026-07-24 16:47:15.978651,2026-07-24 16:47:16.943683,0 days 00:00:00.965032,0.8221508334152919,0.043600321427883074,6,102,3.5164562009927818,0.7750034715431587,COMPLETE
56,0.5515505143971189,2026-07-24 16:47:16.944449,2026-07-24 16:47:17.506189,0 days 00:00:00.561740,0.7110252460454346,0.08633198923749653,5,374,2.8679538399179823,0.6684394061303387,COMPLETE
57,0.5538733707114467,2026-07-24 16:47:17.507185,2026-07-24 16:47:18.621169,0 days 00:00:01.113984,0.8583157127590567,0.03365663876831837,6,228,3.1925737375911334,0.8136101133534281,COMPLETE
58,0.5534337300367866,2026-07-24 16:47:18.621954,2026-07-24 16:47:19.806855,0 days 00:00:01.184901,0.9285215005678036,0.037808067734547895,7,232,3.037911495839753,0.8100257883076876,COMPLETE
59,0.5382201643851573,2026-07-24 16:47:19.807566,2026-07-24 16:47:21.870542,0 days 00:00:02.062976,0.9083642929665252,0.019066723747483437,8,231,4.793473602822011,0.8322083592399078,COMPLETE
60,0.5238047187901617,2026-07-24 16:47:21.871310,2026-07-24 16:47:22.977157,0 days 00:00:01.105847,0.9530917087977353,0.03768123368940239,7,197,2.5446456313102073,0.8139133543541142,COMPLETE
61,0.5457834264806246,2026-07-24 16:47:22.977890,2026-07-24 16:47:23.981285,0 days 00:00:01.003395,0.9472325068411874,0.058706066862492,7,296,3.040972589968301,0.8692364927485545,COMPLETE
62,0.5465308946531398,2026-07-24 16:47:23.982016,2026-07-24 16:47:25.024615,0 days 00:00:01.042599,0.8632231657557897,0.03298779867450544,6,256,2.754297343916849,0.9397079037771059,COMPLETE
63,0.5433060022414762,2026-07-24 16:47:25.025841,2026-07-24 16:47:27.003065,0 days 00:00:01.977224,0.8766289126979198,0.02868223406700374,9,600,3.2155844372362674,0.8074985680946277,COMPLETE
64,0.5522863769549001,2026-07-24 16:47:27.003890,2026-07-24 16:47:27.851211,0 days 00:00:00.847321,0.9991956626714544,0.04770942771296111,5,180,3.075742377040814,0.8541382654778882,COMPLETE
65,0.548465381097065,2026-07-24 16:47:27.851907,2026-07-24 16:47:29.059418,0 days 00:00:01.207511,0.9047499158015098,0.040194829440305446,7,235,2.9339544996674216,0.6192049811971281,COMPLETE
66,0.5277836886874807,2026-07-24 16:47:29.060147,2026-07-24 16:47:30.176843,0 days 00:00:01.116696,0.9343612151790632,0.02372645999584762,6,262,2.6991949143868985,0.6485588421896227,COMPLETE
67,0.5515906979821513,2026-07-24 16:47:30.177801,2026-07-24 16:47:30.853922,0 days 00:00:00.676121,0.690416367595451,0.07486353737809295,5,216,3.1772304553990454,0.8909039343554143,COMPLETE
68,0.5501694617111222,2026-07-24 16:47:30.854809,2026-07-24 16:47:32.083761,0 days 00:00:01.228952,0.8464834042693978,0.013582265174826762,4,388,3.446871657885213,0.7082731762678919,COMPLETE
69,0.5500319611708893,2026-07-24 16:47:32.084682,2026-07-24 16:47:33.525997,0 days 00:00:01.441315,0.8903927008117059,0.04520698836602403,8,158,3.2971036242383938,0.8274873112069016,COMPLETE
70,0.5507242085215308,2026-07-24 16:47:33.526721,2026-07-24 16:47:34.516165,0 days 00:00:00.989444,0.8182612837488615,0.0541053495296902,6,475,3.586635816119109,0.7579088852134976,COMPLETE
71,0.5502038829865318,2026-07-24 16:47:34.516961,2026-07-24 16:47:35.681485,0 days 00:00:01.164524,0.7408378386538578,0.03590634314273978,6,126,3.7880498029523757,0.7367279112357692,COMPLETE
72,0.5505017361218875,2026-07-24 16:47:35.682276,2026-07-24 16:47:36.897916,0 days 00:00:01.215640,0.7706883662273413,0.03150554955745207,7,328,3.3734917824598902,0.8484432168112981,COMPLETE
73,0.5529366311766727,2026-07-24 16:47:36.898674,2026-07-24 16:47:37.987133,0 days 00:00:01.088459,0.753559255349082,0.03996714517914235,6,169,3.1119819269859796,0.785233785322769,COMPLETE
